objectid,year,agency,unit_id,fire_name,local_incident_number,alarm_date,containment_date,cause,collection_method,management_objective,gis_calculated_acres,irwin_id,shape_area,shape_length,days_to_contain
7821,1999,CDF,BTU,UNION,00008196,,,1,0,1,736.2216,nan,5023647.8984375,12626.4940542578,
7822,1999,CDF,BTU,BLOOMER,00008230,,,1,0,1,2609.675,nan,17834180.5664063,25853.2171933434,
7823,1999,CDF,BTU,WOODLAND,00008157,,,1,0,1,995.4183,nan,6844837.2578125,13466.8289951705,
7824,1999,CDF,BTU,DUNSTONE,00006381,,,1,0,1,277.9132,nan,1888074.76953125,6750.04595623496,
7825,1999,CDF,MVU,SHOCKEY,00000000,,,14,0,1,3284.518,nan,18784576.5898438,26455.2466432474,
7826,1999,CDF,MEU,POTTER,00003680,,,2,0,1,18.36818,nan,124147.9375,1306.03463919434,
7827,1999,CCO,MRN,NACASIO,00001510,,,14,0,1,55.7983,nan,364691.125,3819.69499041827,
7828,1999,CDF,RRU,PINE,00051395,,,14,0,1,1618.183,nan,9520476.84375,17452.9899237183,
7829,1999,USF,SHF,ONION,00000000,,,1,8,1,15960.95,nan,113110397.957031,75485.1892311647,
7830,1999,USF,SHF,MEGRAM,00000000,,,1,8,1,125072.5,nan,890762195.308594,283777.760687562,
7831,1999,CDF,SHU,LOWDEN,00000000,,,5,0,1,1945.724,nan,13710610.453125,27751.2906847283,
7832,1999,CDF,TGU,DEXTER,00002714,,,1,0,1,118.4731,nan,824574.05859375,4718.83724468816,
7833,1999,CDF,TGU,FLAT,00002937,,,1,0,1,175.8115,nan,1213228.421875,4532.16666890449,
7834,1999,CDF,TGU,PELLOWS,00002079,,,2,0,1,634.1115,nan,4369900.8046875,12298.8863875903,
7835,1999,CDF,LNU,RUMSEY,00005994,,,14,0,1,2994.547,nan,20026680.8476563,22499.79694096,
7836,1999,CDF,LNU,SIXTEEN,00006445,,,7,0,1,37893.11,nan,252864307.746094,126839.72362868,
7837,1999,CDF,MVU,COTTONWOOD,00004217,,,4,0,1,602.2568,nan,3460063.01953125,11807.47692401,
7838,1999,CDF,MVU,SLOANE,00007237,,,14,0,1,107.1245,nan,615073.05078125,3055.59146723768,
7839,1999,CDF,MVU,CANAL,00006933,,,14,0,1,82.2804,nan,477097.0546875,3126.28513479518,
7840,1999,CDF,MVU,RAILROAD,00007367,,,4,0,1,149.1132,nan,852883.7890625,4389.72898651605,
7841,1999,CDF,MVU,GLORIA,00007088,,,14,0,1,2232.76,nan,12763248.5,14677.9117354729,
7842,1999,CDF,MVU,BORDER #70,00004471,,,4,0,1,118.4807,nan,677007.42578125,3705.6893989177,
7843,1999,CDF,MVU,PROCTOR,00006889,,,7,0,1,1460.064,nan,8365947.984375,13769.2324830501,
7844,1999,CDF,MVU,SHELTER,00000000,,,2,0,1,137.0337,nan,792227.31640625,4892.70694088898,
7845,1999,CDF,MVU,CAMPO,00005740,,,14,0,1,864.4907,nan,4944638.5,11625.8720681684,
7846,1999,CDF,SKU,FAITH,00003985,,,7,0,1,9.492414,nan,69227.375,1608.38645165748,
7847,1999,USF,SRF,UPPER COON,00000000,,,2,8,1,30.04485,nan,219074.84375,2065.16797918199,
7848,1999,USF,CNF,PCT,00000000,,,9,8,1,16.3636,nan,94168.42578125,1660.68188293915,
7849,1999,USF,MDF,GOOSE,00000000,,,1,8,1,30.04131,nan,219194.87890625,2085.99675292,
7850,1999,CDF,MEU,MRC #5,00006908,,,5,0,1,64.60571,nan,431680.87109375,2578.74524273112,
7851,1999,CDF,MEU,MRC #3,00006787,,,5,0,1,22.42135,nan,153542.33984375,1445.25509139256,
7852,1999,CDF,MVU,BANNER,00001304,,,10,0,1,7.065582,nan,40826.890625,1592.55747510688,
7853,1999,CDF,SKU,LESLIE,00002593,,,2,0,1,9.873514,nan,71618.703125,1796.25555982565,
7854,1999,CDF,SKU,JADE,00003227,,,2,0,1,149.6755,nan,1085635.2265625,7986.6179663092,
7855,1999,CDF,SKU,DOME,00003406,,,1,0,1,215.2802,nan,1568989.28515625,7141.89267129208,
7856,1999,USF,MDF,BSFMU STEELE,00000000,,,9,8,1,7.913103,nan,57823.23046875,1626.88093821097,
7857,1999,USF,INF,DIVISION,00000000,,,9,8,1,2981.122,nan,18918887.2265625,31154.6565351821,
7858,1999,CDF,FKU,RIFLE,00006509,,,11,0,1,18.09099,nan,114817.66796875,1744.47883625532,
7859,1999,CDF,FKU,TIVY,00008800,,,1,0,1,325.9045,nan,2060448.55078125,7024.67324138498,
7860,1999,CDF,MVU,LA JOLLA,00000000,,,5,0,1,7845.94,nan,45545925.0820313,39017.279883371,
7861,1999,USF,MDF,VALLEY,00000000,,,14,0,1,112.2893,nan,814863.0234375,8087.86842965321,
7862,1999,USF,TOI, ,00000000,,,1,0,1,27.86673,nan,185964.421875,1976.8299173658,
7863,1999,USF,TOI, ,00000000,,,3,0,1,246.4728,nan,1626380.28125,9280.73002538249,
7864,1999,CCO,KRN,BLACK GULCH,00000000,,,14,0,1,3511.74,nan,21555157.1523438,25275.7144528486,
7865,1999,USF,ENF,UNCLE TOMS,00000000,,,9,0,1,17.02183,nan,114054.0078125,1602.8112730624,
7866,1999,CDF,FKU,CREEKSIDE,00004536,,,2,0,1,16.52097,nan,104150.30078125,1497.25218000264,
7867,1999,CDF,FKU,RIPPLE,00005361,,,2,0,1,96.53782,nan,608492.13671875,3337.78549335611,
7868,1999,CDF,FKU,ENNIS,00007074,,,11,0,1,39.00436,nan,245965.6015625,2586.58552534494,
7869,1999,CDF,FKU,CLINGANS,00006296,,,7,0,1,41.82365,nan,264183.1953125,2455.98315425571,
7870,1999,CDF,FKU,FOREST,00006299,,,7,0,1,10.30205,nan,65074.80859375,1063.58798356489,
7871,1999,CDF,FKU,LOCKWOOD,00006846,,,7,0,1,24.4592,nan,155585.1328125,2467.73206668531,
7872,1999,CDF,FKU,WATTS,00007072,,,11,0,1,1185.094,nan,7492232.984375,17099.3754771477,
7873,1999,CDF,FKU,PANOCHE,00003731,,,7,0,1,1093.85,nan,6882556.265625,14894.290992371,
7874,1999,CDF,SLU,PARKHILL,00001835,,,14,0,1,383.8631,nan,2342066.140625,7096.19763616661,
7875,1999,CCO,VNC,HOLSER INCIDENT,00018889,,,14,0,1,2526.113,nan,15071175.8203125,17696.4577553035,
7876,1999,CCO,VNC,KUEHNER INCIDENT,00029796,,,14,0,1,244.1747,nan,1450653.46875,5117.41196646037,
7877,1999,USF,BDF,ELLOIT,00000000,,,9,8,1,2464.83,nan,14665110.625,18663.6596699632,
7878,1999,USF,CNF,LAGUNA 100,00000000,,,7,8,1,4411.435,nan,25394077.2851563,28926.1855797013,
7879,1999,USF,CNF,LAGUNA 100 & PCT RX ESCA,00000000,,,14,0,1,10.64832,nan,61291.8671875,1400.17126527562,
7880,1999,USF,CNF,LAGUNA 100 & PCT RX ESCA,00000000,,,14,0,1,5.912055,nan,34023.76953125,737.887114453146,
7881,1999,USF,CNF,LOST,00002914,,,9,8,1,377.8864,nan,2195505.63671875,9652.37775606953,
7882,1999,CDF,MVU,BORDER #58,00004036,,,2,0,1,44.28755,nan,253008.58984375,2973.08018943731,
7883,1999,CDF,MVU,BANNER,00001304,,,8,0,1,499.9807,nan,2888545.4765625,10020.2471112127,
7884,1999,BLM,CCD, ,00000000,,,14,8,1,3625.127,nan,24895452.9414063,31421.8728294092,
7885,1999,USF,MDF,PINE,00000000,,,14,0,1,30577.75,nan,222599705.523438,77803.7919480964,
7886,1999,USF,ANF,CHERRY,00004560,,,9,8,1,55.04667,nan,329778.47265625,3428.45844110647,
7887,1999,USF,ANF,BOUQUET,00004635,,,4,8,1,144.6743,nan,865284.99609375,4939.19077471493,
7888,1999,USF,MDF,F,00000000,,,14,8,1,51.42691,nan,371794.296875,3025.39097730421,
7889,1999,USF,MDF,BSFMU HOG,00000000,,,14,8,1,72.66991,nan,526287.70703125,5168.31978368679,
7890,1999,USF,MDF,BSFMU XL,00000000,,,1,8,1,25.78849,nan,186590.453125,2247.5250146049,
7891,1999,CDF,FKU,DUNLAP,00007018,,,7,0,1,14.16308,nan,89464.515625,1262.88307943456,
7892,1999,CDF,FKU,MILLERTON,00008803,,,1,0,1,61.45842,nan,390384.8984375,3190.83433009457,
7893,1999,CDF,FKU,33,00008236,,,2,0,1,243.6203,nan,1502354.0859375,5325.3680177524,
7894,1999,CDF,TCU,LIGHTNING #18,00005887,,,1,0,1,355.4344,nan,2309835.28125,6565.7201502559,
7895,1999,BLM,NOD,COPPER,00000000,,,1,0,1,12.23994,nan,87241.6484375,1279.34378984638,
7896,1999,CCO,SBC,CAMUESA,00000000,,,14,0,1,175.415,nan,1048813.38671875,6092.38943399099,
7897,1999,USF,SHF,SHEEP #1,00000000,,,1,8,1,12400.06,nan,87755830.375,53948.6753719651,
7898,1999,USF,MNF,PASS,00000000,,,5,8,1,430.0398,nan,2955034.390625,7672.96213560288,
7899,1999,CDF,MVU,STEWARD (MAIN),00004400,,,11,0,1,33.43526,nan,194507.08984375,2077.93750758231,
7900,1999,CDF,MVU,STEWARD (SPOT),00004400,,,14,0,1,4.617373,nan,26862.078125,808.208457335645,
7901,1999,CDF,MVU,CREEK,00000000,,,10,0,1,23.81447,nan,138791.46875,1638.47395109637,
7902,1999,CDF,RRU,STATE FIRE,00015717,,,7,0,1,126.5615,nan,740841.85546875,3666.46966157531,
7903,1999,CDF,RRU,CAJALCO,00038407,,,9,0,1,166.2353,nan,977222.98828125,4292.42820957018,
7904,1999,USF,BDF,MIXING,00000000,,,7,8,1,3263.735,nan,19123173.0664063,27865.0389803759,
7905,1999,CDF,RRU,LINDELL,00061927,,,9,0,1,48.61747,nan,285443.58203125,2405.99843488222,
7906,1999,CDF,SKU,GREENHORN,00004218,,,9,0,1,16.07068,nan,116879.765625,1981.65025146644,
7907,1999,DOD,AFV,576EZ,00000722,,,9,4,1,1.016257,nan,6104.90625,354.563842971535,
7908,1999,DOD,AFV,SLC-6,00000684,,,11,4,1,10.4879,nan,62768.734375,1051.03408901443,
7909,1999,USF,KNF,EAST,00000000,,,1,8,1,1148.124,nan,8354501.8671875,15933.3547527063,
7910,1999,USF,KNF,STEIN,00000000,,,1,8,1,825.5812,nan,5944420.21484375,12326.5925146457,
7911,1999,USF,MDF,YELLOW,00000000,,,9,8,1,4394.305,nan,32006484.15625,33346.8351288278,
7912,1999,USF,MDF,SHEEP,00000000,,,1,8,1,669.8798,nan,4880732.40234375,9486.88848417029,
7913,1999,USF,MDF,CHANDLER,00000000,,,1,8,1,83.38837,nan,607896.73046875,4447.09620625555,
7914,1999,CCO,SBC,SPANISH,00000000,,,14,0,1,22295.86,nan,134786522.792969,69083.3636757349,
7915,1999,USF,TNF,PENDOLA,00000000,,,9,8,1,12324.31,nan,83716645.2890625,106664.181510137,
7916,1999,USF,ANF,SHINN,00000000,,,9,8,1,352.7353,nan,2091041.71484375,8205.56258005589,
7917,1999,USF,SQF,RICHBAR COMPLEX,00000000,,,9,8,1,2642.695,nan,16153040.4765625,29971.366751379,
7918,1999,USF,LPF,KIRK,00000000,,,1,8,1,85834.91,nan,533816285.859375,317126.100069746,
7919,1999,USF,ENF,BIG MT RX ESCAPE,00000000,,,5,8,1,36.79663,nan,244045.4921875,4112.72811419792,
7920,1999,USF,ENF,JAKE,00000000,,,1,8,1,10.83812,nan,72147.89453125,1329.05839999703,
7921,1999,USF,ENF,SADDLE,00000000,,,9,8,1,10.07389,nan,67283.7890625,997.493578597356,
7922,1999,CDF,TGU,TUSCAN,00002679,,,1,0,1,369.5134,nan,2569095.16015625,8737.89342791387,
7923,1999,CDF,TGU,SPRING,00002680,,,1,0,1,6456.053,nan,45077769.5742188,44918.7303560247,
7924,1999,CDF,TGU,JELLYS 2,00002699,,,1,0,1,1039.537,nan,7241697.12890625,20041.6729641801,
7925,1999,CDF,TGU,JELLYS 1,00002692,,,1,0,1,579.503,nan,4036608.66796875,11535.700727827,
7926,1999,CDF,TGU,RED,00001711,,,2,0,1,1455.411,nan,10080214.1875,22090.0246998985,
7927,1999,CDF,TGU,NEW,00002843,,,3,0,1,174.6324,nan,1199605.11328125,5800.22074505261,
7928,1999,CDF,TGU,GUN,00002934,,,14,0,1,108.2572,nan,752262.57421875,4207.34170104427,
7929,1999,CDF,TGU,BUTTE MT,00001975,,,2,0,1,188.0328,nan,1294289.3671875,5081.68193096088,
7930,1999,BLM,NOD,LAKE,00000000,,,14,0,1,8.458671,nan,61327.85546875,1622.11400158386,
7931,1999,BLM,NOD,LAKE2,00000000,,,14,0,1,2840.599,nan,20582806.7578125,23788.553706215,
7932,1999,BLM,NOD,ERQUIAGA,00000000,,,14,0,1,27.37185,nan,197280.33203125,2398.94516583738,
7933,1999,BLM,NOD,ANNIE,00000000,,,1,0,1,638.679,nan,4665180.0234375,17082.104254628,
7934,1999,CCO,KRN,TEJON,00000000,,,10,0,1,286.3219,nan,1727353.87890625,6179.063602136,
7935,1999,CCO,KRN,DIGIER,00000000,,,10,0,1,649.9852,nan,3918194.3046875,13996.7330815513,
7936,1999,CDF,MMU,PEDRO FIRE,00014490,,,14,0,1,176.9648,nan,1143756.1953125,4568.60577223637,
7937,1999,CDF,MMU,MERCED FIRE,00012157,,,14,0,1,713.0968,nan,4607536.82421875,13009.2753326714,
7938,1999,CDF,MMU,ROMERO,00008023,,,14,0,1,1776.568,nan,11324691.0820313,17770.9891664523,
7939,1999,CDF,MMU,COULTERVILLE,00012161,,,14,0,1,542.8417,nan,3515438.859375,11063.4117126697,
7940,1999,CDF,MMU,49 FIRE,00009613,,,14,0,1,392.3063,nan,2539131.52734375,6914.94444667342,
7941,1999,CDF,NEU,FLORISTON,00009367,,,7,8,1,283.3229,nan,1922111.48828125,6244.4258712506,
7942,1999,CDF,SCU,MODESTO ENERGY,00003643,,,11,0,1,49.78308,nan,321089.546875,2410.71210838592,
7943,1999,CDF,SCU,FORUS,00001987,,,2,0,1,129.3662,nan,839266.89453125,4743.48744802346,
7944,1999,CDF,SCU,GREENRIDGE,00002360,,,11,0,1,100.0275,nan,649311.703125,4476.15409039353,
7945,1999,CDF,SCU,MODESTO ENERGY #2,00003749,,,9,0,1,1200.434,nan,7740768.99609375,15901.0069031115,
7946,1999,CDF,SCU,CAR,00003738,,,10,0,1,450.0672,nan,2914608.70703125,7237.86467301549,
7947,1999,CDF,SCU,DYER,00001895,,,11,0,1,116.0035,nan,752603.38671875,3484.19095154492,
7948,1999,CDF,SCU,MALECH,00003297,,,2,0,1,1200.192,nan,7672801.21875,13775.5958621031,
7949,1999,CDF,SLU,HIGH FIRE,00002955,,,14,0,1,41.07611,nan,249552.86328125,2229.72170290809,
7950,1999,CDF,SLU,EL POMAR,00002826,,,14,0,1,12.24321,nan,75016.8046875,1079.89690516284,
7951,1999,USF,CNF,OROSCO,00000000,,,9,8,1,202.931,nan,1174606.26171875,5127.09488281567,
7952,1999,CDF,SLU,ARROWBEAR,00002691,,,14,0,1,15.90202,nan,96807.1875,1369.74480799587,
7953,1999,CDF,SHU,CANYON #4,00000000,,,2,0,1,2579.651,nan,18052599.5351563,35309.5436125457,
7954,1999,USF,LNF,TOAD,00000000,,,1,8,1,4.441198,nan,31840.5234375,784.405226161508,
7955,1999,USF,LNF,CINDER,00000000,,,9,8,1,781.8147,nan,5526724.55859375,11209.9406089707,
7956,1999,USF,LNF,DOW,00000000,,,9,8,1,79.51431,nan,560627.16015625,6274.24864469919,
7957,1999,USF,LNF,ROCK 2,00000000,,,1,8,1,24.02055,nan,166741.01953125,1801.14693011789,
7958,1999,USF,LNF,JONES,00000000,,,1,0,1,5.533517,nan,38180.2421875,767.054792677515,
7959,1999,USF,CNF,TIN MINE,00001587,,,4,8,1,18.68623,nan,109886.72265625,1415.7224837822,
7960,1999,CDF,RRU,CHASE,00058088,,,7,0,1,439.7718,nan,2586459.70703125,7920.45639485834,
7961,1999,USF,SHF,JONES,00000000,,,9,8,1,26202.6,nan,184418026.386719,161263.573496012,
7962,1999,CDF,BDU,TURTLE,00000593,,,5,0,1,3396.441,nan,20225286.6445313,38046.7636333849,
7963,1999,CDF,LNU,PG&E #22,00006468,,,11,0,1,1407.005,nan,9368882.515625,12777.8615128066,
7964,1999,CDF,LNU,LOOKOUT,00005482,,,1,0,1,218.5887,nan,1454941.05078125,5673.60322525309,
7965,1999,CDF,LNU,BROWNS,00003584,,,9,0,1,437.0756,nan,2884642.7109375,7782.95434202258,
7966,1999,CDF,LNU,ROAD 2,00005945,,,14,0,1,443.2853,nan,2966506.62890625,7779.13533957778,
7967,1999,CDF,SHU,SPRING #5,00000000,,,1,0,1,871.273,nan,6140909.66015625,15010.4756680838,
7968,1999,CDF,SHU,ROCK #4,00000000,,,1,0,1,516.5569,nan,3613689.94140625,12297.5292320152,
7969,1999,CDF,TGU,DEHAVEN,00002704,,,1,0,1,16883.89,nan,117543539.941406,74046.0368567973,
7970,1999,CDF,TGU,ABRAHAM,00002703,,,1,0,1,843.6738,nan,5859726.62109375,16388.3298848771,
7971,1999,CDF,TGU,INKS,00002698,,,1,0,1,5952.936,nan,41457948.8007813,36706.6482268375,
7972,1999,CDF,TGU,SEVENMILE,00002689,,,1,0,1,132.4625,nan,921609.84765625,4518.83941940471,
7973,1999,CDF,TGU,DYE,00002681,,,1,0,1,139.3859,nan,965863.93359375,4869.69100494384,
7974,1999,USF,SHF,SUGAR,00000000,,,1,8,1,5109.877,nan,36202788.9453125,34606.7383754097,
7975,1999,USF,CNF,MEMORIAL,00000000,,,4,8,1,13.85425,nan,79369.25390625,1137.49366152008,
7976,1999,USF,CNF,ZELLER,00000000,,,9,8,1,4.556684,nan,26675.203125,787.302382572926,
7977,1999,USF,MDF,BELL WEST,00000000,,,9,8,1,1440.755,nan,10389979.2265625,21338.0891971462,
7978,1999,USF,SHF,REPTILE,00000000,,,1,8,1,1667.855,nan,11851542.7617188,18898.9037957107,
7979,1999,USF,SHF,HIGH,00000000,,,1,8,1,3084.816,nan,21916371.2851563,27846.0134832192,
7980,1999,DOD,AFV,SLC-3,00000701,,,9,4,1,23.54453,nan,141091.05078125,1868.78167773724,
7981,1999,DOD,AFV,CDT,00000860,,,11,4,1,0.6978592,nan,4176.95703125,321.001336059302,
7982,1999,USF,ANF,LATE,00000000,,,9,8,1,16.29666,nan,96750.984375,1713.33461568547,
7983,1999,USF,LNF,LAKE,00000000,,,6,8,1,11.5239,nan,82111.734375,1343.11799906925,
7984,1999,USF,LNF,BALD,00000000,,,1,8,1,4.498665,nan,31873.59765625,859.585639362542,
7985,1999,USF,SHF,BOHEMOTASH,00000000,,,1,8,1,5704.702,nan,40309558.890625,40812.2385674354,
7986,1999,USF,SHF,SHEEP #3,00000000,,,1,8,1,651.1315,nan,4612654.19140625,10533.7666497586,
7987,1999,CDF,SLU,ESTATES,00004713,,,14,0,1,70.98466,nan,431095.640625,2595.83841593347,
7988,1999,CDF,TCU,TID #2,00003277,,,11,0,1,75.67847,nan,489600.55078125,4306.49688285674,
7989,1999,CDF,TCU,ORANGE,00003711,,,3,0,1,55.40682,nan,359710.04296875,3504.86324560179,
7990,1999,CDF,TCU,MELONES #5,00003981,,,7,0,1,55.05647,nan,359459.3828125,3494.73377496994,
7991,1999,CDF,TCU,CAYLOR,00004279,,,2,0,1,104.8987,nan,684897.296875,4351.99479465601,
7992,1999,CDF,TCU,MOCCASIN,00004562,,,7,0,1,139.9496,nan,907916.984375,3904.31784137462,
7993,1999,CDF,TCU,PG&E #17,00005504,,,11,0,1,107.1555,nan,703338.1640625,4298.1969181356,
7994,1999,CDF,TCU,PG&E #16,00005503,,,11,0,1,204.7881,nan,1344141.16796875,5677.76110436557,
7995,1999,CDF,TCU,MYRTLE,00006348,,,7,0,1,316.7168,nan,2072071.73046875,9392.50539798859,
7996,1999,CDF,TGU,GUN II,00003157,,,14,0,1,60390.78,nan,419135783.957031,127103.600105647,
7997,1999,CDF,TUU,SUCCESS,00006347,,,7,0,1,199.643,nan,1237243.3671875,5928.16594409375,
7998,1999,USF,SQF,SOLOMONS,00000000,,,4,8,1,58.46049,nan,357757.71875,2931.32025207664,
7999,1999,USF,SQF,JUNIPER,00000000,,,9,8,1,27.97025,nan,171678.54296875,2519.06692566723,
8000,1999,CCO,VNC,SLOAN,00000000,,,14,0,1,3441.407,nan,20498813.84375,18745.6006450243,
8001,1999,USF,SHF,JACKASS,00000000,,,1,8,1,5478.453,nan,38774716.2734375,30775.0305190775,
8002,1999,USF,SHF,LUNCH,00000000,,,1,8,1,2040.466,nan,14472771.5585938,18136.4459729306,
8003,1999,USF,SHF,SHEEP #2,00000000,,,1,8,1,1967.013,nan,13939474.1367188,17430.0490435946,
8004,1999,CCO,VNC,BRADLEY INCIDENT,00000000,,,14,0,1,3332.175,nan,19814056.2265625,20779.6621063257,
8005,1999,USF,LPF,RANCH,00000000,,,9,8,1,4020.605,nan,23989470.0546875,34369.3371378793,
8006,1999,CDF,LMU,WILLOW,00002731,,,2,0,1,7048.117,nan,49526018.3125,48443.1939786574,
8007,1999,USF,BDF,WILLOW,00006545,,,4,8,1,63508.25,nan,377937729.332031,175703.451482226,
8008,1999,CDF,TGU,PASKENTA,00002691,,,1,0,1,908.8023,nan,6300351.75390625,16469.4601035649,
8009,1999,USF,ANF,INTERSTATE,00000000,,,2,8,1,262.9283,nan,1574292.34765625,8046.06068565298,
8010,1999,USF,ANF,MEMORIAL,00000000,,,14,8,1,24.93598,nan,148298.04296875,1493.11160601353,
8011,1999,USF,ANF,COLDBROOK,00000000,,,9,8,1,40.10149,nan,238284.7890625,2311.47945044944,
8012,1999,USF,ANF,FERN,00000000,,,9,0,1,69.44577,nan,412171.2265625,3055.49021206898,
8013,1999,USF,ANF,WEST END,00000000,,,9,8,1,24.61873,nan,146562.91015625,2518.81517521605,
8014,1999,USF,ANF,WICKIUP,00000000,,,1,8,1,33.87632,nan,201418.5,1729.08957516787,
8015,1999,USF,ANF,DUMP,00000000,,,9,8,1,15.98705,nan,95020.671875,1179.85121315151,
8016,1999,USF,ANF,JIMENEZ,00000000,,,9,8,1,13.77791,nan,81862.25,1342.88751074419,
8017,1999,USF,ANF,OLIVE VIEW,00000000,,,9,8,1,11.24735,nan,66912.70703125,1829.6610938033,
8018,1999,USF,ANF,SANTA ANITA II,00000000,,,9,8,1,736.0984,nan,4364024.14453125,13529.985696103,
8019,1999,DOD,CRB, ,00000000,,,13,0,1,843.2572,nan,5196579.24609375,12464.5696603447,
8020,1999,DOD,CRB, ,00000000,,,14,0,1,10.29009,nan,63524.125,2638.49737212672,
8021,1999,DOD,CRB, ,00000000,,,13,0,1,15.69084,nan,96543.20703125,1215.67763137878,
8022,1999,DOD,CRB, ,00000000,,,13,0,1,11.55154,nan,71194.875,1076.65094032764,
8023,1999,DOD,CRB, ,00000000,,,2,0,1,3.125235,nan,19255.43359375,785.798416212697,
8024,1999,DOD,CRB, ,00000000,,,14,0,1,12.41445,nan,76493.3984375,1673.72086610559,
8025,1999,USF,INF,DECHAMBEAU,00000000,,,5,8,1,11.36662,nan,74293.796875,1616.64653107213,
8026,1999,USF,PNF,BUCKS,00000000,,,1,8,1,34236.26,nan,235600499.554688,103517.532853287,
8027,1999,USF,PNF,LOOKOUT,00000000,,,1,8,1,2614.966,nan,17975956.7851563,27756.8144856746,
8028,1999,CDF,LMU,DEVIL,00001850,,,7,1,1,51.66857,nan,360929.8046875,2287.49382125589,
8029,1999,USF,CNF,SILL,00000000,,,1,8,1,42.25116,nan,243678.5234375,1886.92515596855,
8030,1999,USF,CNF,BOULDER2,00000000,,,9,8,1,10.15106,nan,58573.734375,906.564763696092,
8031,1999,BLM,BBD,VINTAGE,00000000,,,2,8,1,34.43827,nan,209227.1875,2390.31141278421,
8032,1999,BLM,BBD,41,00000000,,,10,8,1,167.1776,nan,1029843.8671875,4953.85715669088,
8033,1999,BLM,BBD,WASHBURN,00000000,,,1,8,1,272.0349,nan,1649717.1328125,12615.8323001263,
8034,1999,BLM,BBD,TWO,00000000,,,2,8,1,315.4856,nan,1918165.01171875,14491.4541224539,
8035,1999,BLM,BBD,BODFISH,00000000,,,8,8,1,30.26353,nan,185626.59765625,2492.67313421634,
8036,1999,BLM,BBD,TEMBLOR,00000000,,,9,8,1,27.69977,nan,167848.27734375,2022.76069488485,
8037,1999,BLM,BBD,REWARD,00000000,,,11,8,1,55.0384,nan,335139.8515625,2794.60773116619,
8038,1999,BLM,BBD,HENRY II,00000000,,,11,8,1,10.74242,nan,65210.09765625,1336.63528094858,
8039,1999,BLM,NOD,SHU BUCK 5,00000000,,,7,8,1,66.4376,nan,467467.63671875,2516.07071988343,
8040,1999,BLM,NOD,SHU COLEMA,00000000,,,2,8,1,17.92561,nan,125257.703125,1402.78714414484,
8041,1999,BLM,NOD,SHU DONKEY,00000000,,,2,8,1,26.03407,nan,183650.15234375,1792.48233608364,
8042,1999,BLM,NOD,SHU EAST,00000000,,,1,8,1,286.1522,nan,2021055.671875,5830.25150046395,
8043,1999,BLM,NOD,TGU WILLIA,00000000,,,8,8,1,6.897803,nan,48015.51953125,827.072881098272,
8044,1999,CCO,LAC,SHANNON,00000000,,,14,0,1,3444.551,nan,20599100.140625,29941.241131817,
8045,1999,CCO,LAC,RAFAEL,00000000,,,14,0,1,502.4661,nan,2979106.0078125,13253.6509583037,
8046,1999,CCO,LAC,Q,00000000,,,14,0,1,255.1144,nan,1527123.13671875,6827.62827408436,
8047,1999,USF,ANF,LA TUNA,00000000,,,9,8,1,162.2348,nan,963014.00390625,7191.67964055827,
8048,1999,USF,PNF,PIDGEON,00000000,,,1,8,1,4713.207,nan,32385997.9335938,31782.6308276403,
8049,1999,USF,PNF,CLAREMONT,00000000,,,1,8,1,177.9695,nan,1224952.01171875,4370.86335201362,
8050,1999,USF,PNF,HORTON 2,00000000,,,2,8,1,4941.255,nan,34010070.4023438,29375.7055771599,
8051,1999,USF,PNF,CHROME,00000000,,,9,8,1,134.8714,nan,927585.203125,4147.50957839499,
8052,1999,USF,PNF,STAG,00000000,,,1,8,1,467.2175,nan,3205931.671875,8893.26592636876,
8053,1999,USF,PNF,DEVILS GAP,00000000,,,1,8,1,1480.194,nan,10133581.2890625,18509.6465224395,
8054,1999,USF,PNF,BEAN,00000000,,,1,8,1,1784.989,nan,12192462.6328125,19935.5508085821,
8055,1999,USF,PNF,MOSQUITO,00000000,,,1,8,1,50.5631,nan,346249.30859375,2409.82346406968,
8056,1999,USF,MDF,MUD,00000000,,,1,8,1,63.17928,nan,455968.53125,3614.34391771121,
8057,1999,USF,MDF,MUD 2,00000000,,,1,8,1,16.34968,nan,118122.09375,1688.29637542174,
8058,1999,USF,SNF,REDINGER,00000000,,,9,8,1,24.23521,nan,154601.421875,1479.33128626748,
8059,1999,USF,SNF,JOSE,00000000,,,2,8,1,10.12251,nan,64567.96875,944.185418488592,
8060,1999,USF,SNF,WISHON,00000000,,,9,8,1,9.940033,nan,63385.7734375,918.171361837703,
8061,1999,USF,SNF,NORTH,00000000,,,1,8,1,55.83516,nan,355602.0234375,2657.1952218905,
8062,1999,USF,SNF,GRANITE,00000000,,,9,8,1,11.928,nan,75756.9140625,1380.09898059418,
8063,1999,USF,SQF,COOKS,00000000,,,9,8,1,10.00571,nan,63204.3046875,1015.5966262254,
8064,1999,USF,SQF,TULE,00000000,,,7,8,1,9.334948,nan,58059.8125,935.071037946554,
8065,1999,USF,SQF,CYRUS,00000000,,,2,8,1,102.9105,nan,633094.66796875,4298.76112100191,
8066,1999,USF,SQF,SHADOW,00000000,,,9,8,1,60.46222,nan,371095.59375,3393.32237920929,
8067,1999,USF,CNF,CONEJOS,00000000,,,1,8,1,282.1967,nan,1624914.234375,7133.51932837787,
8068,1999,USF,ANF,BRIDGE,00000000,,,7,8,1,7233.531,nan,42939673.65625,46245.2299186623,
